Mfcc,Chroma,MelSpectogram,Centroid,Spread,Flatness,Noiseness,Rolloff,Crest,Entropy,Decrease,Contrast,Pitch,Energy,Rms,TimeEntropy,Zcr,Emotion
5.7261457,139.7395,28.581121,266.26282,384.82205,0.5411719,0.0041070906,388.94272,5.4216995,0.7733276,0.13502847,0.31182835,22.686728,0.0008682927,0.019774126,0.05843905,0.90432644,3
7.408445,47.857502,10.805184,258.46103,391.8252,0.51734006,0.0052864845,363.1474,5.816889,0.7607398,0.12090246,0.32817933,12.370753,0.0012857984,0.025173308,0.06274651,0.8674423,6
6.4736757,244.3104,50.014038,405.11572,583.8407,0.57462907,0.019571885,751.51514,6.6864214,0.7675701,0.019104036,0.3534577,60.47802,0.010721627,0.057302013,0.16620149,0.8847973,5
5.7233863,62.859882,8.476268,254.54901,451.67645,0.53665704,0.0097027635,308.81058,5.6599708,0.7569707,-0.016999861,0.34040385,1.4854243,0.00041162604,0.012906709,0.10615747,0.85106105,4
7.526402,1.7964994,0.3389916,277.7822,505.4022,0.5494209,0.013421832,341.29553,5.80492,0.7564965,-0.005299514,0.32588425,2.4166903,0.0005246622,0.015918229,0.12788042,0.8897416,1
6.602509,12.351135,2.5446513,297.62793,507.49298,0.5698842,0.014109112,411.53845,5.8630543,0.76653135,0.028179798,0.33474615,4.1719446,0.0012270177,0.020601211,0.12266778,0.87694764,3
6.860906,15.474331,2.5050387,312.4799,535.4271,0.55157703,0.016992386,436.4557,6.1456413,0.7608598,0.029202119,0.34232637,9.823078,0.001546005,0.02292724,0.14974144,0.8965839,6
7.039422,1.422261,0.3730965,284.95557,507.8115,0.5640988,0.013005187,367.43295,6.0254617,0.7634486,0.03203674,0.34057495,2.005228,0.0005377301,0.015022666,0.13959228,0.884609,7
4.7752094,199.97101,16.513584,409.34927,663.2653,0.59766465,0.027793843,757.26495,5.96276,0.77735597,0.040354326,0.3389315,31.711798,0.0033828632,0.037066106,0.19072254,0.88019335,5
7.087335,0.96975803,0.3299792,228.0994,358.16965,0.51644593,0.0029613688,309.63455,5.4131365,0.7575149,0.03304016,0.33385453,2.4937696,0.00039501544,0.013405029,0.06027527,0.90671825,4
6.0203114,48.68611,9.682692,245.44006,375.40076,0.539045,0.0031337512,338.9401,5.9448886,0.76153284,0.050917,0.34637082,1.2031368,0.00039445065,0.014046643,0.06008108,0.90135795,1
7.272917,1.1279591,0.39236656,236.91408,378.76385,0.5275279,0.003840452,313.53503,5.6570935,0.76086026,0.043993928,0.32893562,13.607132,0.0012714159,0.017732447,0.06786872,0.78413355,3
7.1386666,29.37173,2.3459668,243.95045,380.64404,0.52468383,0.0037025271,333.54016,5.859839,0.7551132,0.050031506,0.34668165,1.506282,0.00049610494,0.015200512,0.07430986,0.8459244,6
7.296589,7.624631,0.5926483,229.85304,362.2925,0.52410805,0.0030068287,308.75372,5.7838297,0.75911963,0.025770847,0.33252537,11.138912,0.0004332008,0.013231264,0.06326647,0.9018014,7
5.2263327,745.5317,141.45692,283.63608,405.73334,0.51091444,0.0038343244,404.16666,6.231003,0.7530528,0.10085395,0.34442997,30.979261,0.007204659,0.042867377,0.08437761,0.8936824,5
6.3441744,19.825329,4.7477684,211.78516,328.00412,0.49072272,0.0025467514,302.9954,5.6609674,0.7502702,0.005800333,0.3496964,0.17187668,0.00021444696,0.011550087,0.05624661,0.89875156,4
7.0503225,54.45272,12.957626,231.65445,363.66016,0.5203888,0.0032181584,318.95734,5.569583,0.7605712,0.055508334,0.33659098,1.6021363,0.00042860836,0.015738288,0.05872501,0.8918713,1
4.305082,217.88068,40.862003,281.82242,406.97137,0.5430744,0.0037761116,411.37442,6.276457,0.7632152,0.015011857,0.35178083,13.55253,0.0016986466,0.029943462,0.07495041,0.8685379,3
6.2539716,6.4862013,1.0379587,225.70361,379.73825,0.5641549,0.0035667652,314.17526,5.581643,0.7594455,-0.07519012,0.31255996,0,0.00013157456,0.009219326,0.06234659,0.8466228,6
4.0576906,22.42357,4.069385,433.69507,632.5191,0.6504862,0.013561489,657.7586,6.9016457,0.76562685,-0.043913417,0.34453383,78.80402,0.0057923035,0.042307004,0.16017054,0.8465778,6
2.4027362,115.750015,20.550158,376.6533,520.95715,0.6561851,0.006922181,612.1547,5.8157597,0.78780955,-0.04743716,0.34195462,14.148405,0.0006725992,0.01797482,0.10398926,0.8962108,7
6.707896,1.1893042,0.37451163,243.39275,397.07428,0.5847181,0.0038887034,356.0268,5.159905,0.7657253,-0.03864607,0.3349378,0,4.47946E-05,0.006319748,0.0724915,0.8470218,7
6.138436,9.740803,2.1582444,268.75372,414.51657,0.59482473,0.0037987651,416.9082,5.390852,0.7721064,-0.058749072,0.32437536,0,0.00028932534,0.012522946,0.078783914,0.9033237,7
4.396962,174.19275,21.974436,403.59735,547.50525,0.641507,0.008793172,649.35065,6.893481,0.77875596,-0.0028760142,0.34941617,126.575294,0.0025667746,0.035315655,0.10756328,0.8750177,5
7.0527315,1.094242,0.354816,358.57077,493.70355,0.6165721,0.0066178027,581.25,6.1178956,0.7693722,-0.09497053,0.33122844,90.74354,0.0011809669,0.022463031,0.08577247,0.8292767,5
6.0292134,372.34637,33.627537,413.22052,536.39417,0.569123,0.010097875,613.25757,7.9927754,0.7297832,-0.021207483,0.34740892,122.07794,0.0081742145,0.055514175,0.11520278,0.8928855,5
7.0655723,0.98321915,0.3090571,240.0837,385.10843,0.57449055,0.0031731485,334.25198,5.5431013,0.759712,-0.06476683,0.31640324,0,0.00011743604,0.008988769,0.061798196,0.9121093,4
7.0244317,1.0749949,0.34724155,266.186,403.34485,0.5739828,0.003410469,383.60324,6.00511,0.75363266,-0.07963716,0.32680503,4.7159815,0.0002862501,0.012187074,0.07265127,0.9019875,1
6.5002885,3.822354,0.36845362,323.68683,482.64368,0.6187248,0.005971609,487.4459,5.927403,0.77159625,-0.09146865,0.32609308,3.249927,0.00036884806,0.013396542,0.08651499,0.8892625,3
6.60332,7.8376393,0.37117943,262.0998,399.67657,0.5445808,0.003920841,368.21863,6.8458676,0.7441332,-0.012779104,0.34053573,2.1605737,0.000412094,0.014620106,0.07199172,0.91271406,6
6.1428857,15.091782,3.1888988,286.12012,468.86282,0.6182356,0.005862826,416.29465,5.411752,0.7788437,-0.022988176,0.31603464,1.5340364,0.00026006863,0.012067426,0.0869249,0.89889175,7
6.476434,1.9731886,0.5679115,380.2666,519.01605,0.6149057,0.0073574465,583.7778,6.702414,0.76223534,-0.01216474,0.3255841,36.074726,0.0013758279,0.024033159,0.10354776,0.8867586,5
6.928196,1.6500376,0.5398814,186.25836,326.99826,0.497808,0.0026299374,221.42857,5.749051,0.7315522,-0.08842975,0.30718789,0,4.2979853E-05,0.006351971,0.05378654,0.842358,4
5.898068,12.279827,2.6700497,256.00085,406.06638,0.57622457,0.00397343,378.83817,5.417824,0.76757884,-0.09651319,0.33775908,0,0.0002213857,0.0116205765,0.0931894,0.9053192,1
5.673362,45.441063,8.071065,280.42337,410.3516,0.5638091,0.003701553,401.9608,6.0150156,0.7727807,0.024644008,0.3172274,14.45627,0.0011746187,0.02283277,0.072706275,0.8039768,3
7.036694,2.958301,0.7202546,219.11337,360.5337,0.5359996,0.0027943924,304.97925,4.928326,0.7605271,0.011620431,0.31118506,0,0.00011082315,0.0089862775,0.058694452,0.9101681,6
7.1887627,1.297716,0.42687088,256.40326,415.88904,0.58978724,0.003697959,368.3274,5.092387,0.76990324,-0.031598426,0.3178589,0,0.00019369791,0.010369904,0.07208412,0.8946443,7
5.937869,24.242043,4.636302,277.5955,426.16046,0.5766424,0.0038151222,400.22028,5.9095764,0.7660279,0.015470411,0.30786562,6.636103,0.000753794,0.018759312,0.069888376,0.8099101,5
5.9165745,31.7423,6.7611403,218.90057,338.60922,0.49932396,0.0018193948,298.503,5.595992,0.7589326,0.05288717,0.33747706,0,0.00024943732,0.013632062,0.05336695,0.9089751,4
6.8285613,5.0414863,0.8511825,232.33708,365.2451,0.5316273,0.0025680505,327.05313,5.4657693,0.7578254,-0.039998796,0.30263495,0,0.00024426795,0.012789642,0.057365637,0.8980933,1
5.4892054,35.801506,4.731729,255.3212,392.13446,0.52363616,0.0032431853,327.87357,6.1484303,0.75378144,-0.004779896,0.3579477,7.7932506,0.0007747798,0.021309998,0.06039524,0.90513176,3
6.6808066,7.2251267,1.4434875,199.91345,327.10153,0.49153298,0.0020016427,256.63507,5.962765,0.74098814,-0.056671716,0.3068736,0,0.00014955709,0.010407743,0.048498023,0.9076293,6
7.124329,1.3779601,0.46682635,209.14197,330.96225,0.5046496,0.0022123132,275.10123,5.438673,0.75234133,0.02691913,0.31216246,0,0.00015645429,0.010516654,0.050307956,0.9084325,7
4.8032107,241.11105,32.169483,322.52625,453.77264,0.5637048,0.00341573,505.07245,6.9488845,0.77210766,0.06150268,0.33140898,54.167492,0.008468006,0.06566872,0.06861356,0.9059806,5
6.9846907,1.5808213,0.39246398,214.24779,358.88806,0.5444799,0.0030515236,286.68225,4.987894,0.7592085,-0.030387845,0.31759545,0,9.5367024E-05,0.008056741,0.061907105,0.90637183,4
7.272401,1.3084676,0.41860715,211.66606,347.73584,0.52577156,0.0025854046,273.24786,5.2806706,0.7544271,-0.017329823,0.31922647,0.90840024,0.00015494532,0.009421033,0.05639098,0.90922827,4
7.24163,1.3474193,0.4376534,202.6528,328.66245,0.50658613,0.0024638104,260.50583,5.623466,0.7440103,-0.00077032717,0.3166383,0,0.000110965055,0.0082171615,0.05371405,0.91276425,4
6.7912416,3.1306083,0.6720718,236.59216,376.44797,0.5462318,0.0031060576,309.1623,5.8621254,0.7535709,-0.037184402,0.31741217,2.3843513,0.00033849885,0.012320821,0.060806468,0.81387043,1
5.806481,48.88856,9.475136,251.32368,382.95676,0.5655468,0.0028081236,354.4199,5.657523,0.7685601,0.010554839,0.32030436,7.1960874,0.00044135045,0.01513506,0.07218322,0.9010201,3
5.4176702,29.99319,6.2722125,237.84549,386.29358,0.5560284,0.0035707927,312.66232,5.46961,0.7683161,0.05262595,0.31456786,3.0549903,0.00034137626,0.013075996,0.07408131,0.7748531,3
5.5772476,19.587343,4.3989205,261.26767,407.9711,0.5770942,0.0037193927,398.00995,5.49418,0.7681312,-0.05324677,0.34038663,0.5579579,0.00025755036,0.01191399,0.09442761,0.86424446,3
5.685734,22.027588,4.611882,228.46355,341.1886,0.519839,0.0024531179,325.91464,5.8145356,0.7567552,-0.01129708,0.35119265,0,0.00014725879,0.009638851,0.05967663,0.7597247,3
6.323297,1.892723,0.6267905,227.67793,374.00928,0.56172746,0.0031007633,325.23364,5.5527406,0.7627837,-0.030571641,0.3218441,0,8.8182634E-05,0.008364317,0.07173307,0.8963132,3
6.595844,1.9146324,0.58797735,229.65166,366.9674,0.56194824,0.0031443501,332.02765,5.101236,0.7696695,-0.001241994,0.3257214,0,0.00011450343,0.00852223,0.06597138,0.8808126,6
7.237809,4.55556,0.73966676,218.566,336.28616,0.5230225,0.002434131,320.0637,5.425151,0.7566891,-0.07311558,0.3297212,0,0.00011289991,0.008660987,0.059910923,0.8979095,6
6.311427,7.6073446,1.3225857,255.0353,361.74658,0.53025454,0.0028204313,361.1413,6.201147,0.7551523,0.027940972,0.35758302,2.0427966,0.00052229327,0.015132918,0.06980767,0.87880665,6
5.2439466,7.4494505,1.1603382,254.50046,387.21194,0.56748694,0.0031918942,372.28262,5.5402136,0.76928306,-0.028732816,0.3387852,0,0.0001555794,0.010141724,0.07285878,0.78921294,7
6.1600256,7.4259076,1.6876506,230.51523,358.09155,0.5621037,0.0025069555,343.46155,4.921635,0.76693815,-0.05714828,0.3345107,0,8.788286E-05,0.008196638,0.06549065,0.8560478,7
4.79454,47.360363,4.8275695,269.3841,396.9132,0.5783998,0.0034065205,405.64517,5.179909,0.77450025,0.001932961,0.3247058,6.5106645,0.0003854218,0.014141069,0.08660765,0.8900899,7
5.136669,272.17212,24.057005,323.86533,416.34024,0.5380506,0.0038244906,456.62982,6.5066056,0.7466798,-0.009788594,0.35904714,28.863855,0.0050462033,0.04136743,0.08866088,0.88354135,5
4.022808,127.24614,23.591558,270.53223,377.4324,0.5460136,0.002910944,380.2139,5.8897,0.7624683,0.019452006,0.35271278,11.73183,0.000859389,0.01942882,0.078458175,0.84842575,5
4.3949137,570.7457,61.540237,438.53055,548.3245,0.59030974,0.007086636,720.0893,6.904376,0.7613328,0.01866896,0.32385573,232.39857,0.045501202,0.13747144,0.13549499,0.89178884,5
7.5748615,1.2137535,0.40500242,211.37273,336.85477,0.51051635,0.0024937582,289.50894,5.428868,0.75181633,0.03634211,0.32397643,0,0.00012713762,0.009098246,0.06030702,0.850142,4
7.0115657,37.319717,7.574516,238.64738,355.57013,0.52884805,0.0025878788,329.85782,5.988562,0.7571401,0.061414156,0.35236436,1.0680908,0.0003468357,0.013101836,0.061777666,0.8593395,1
6.6241155,50.3978,2.1017616,276.24994,376.76053,0.5257822,0.0029656726,369.37173,6.9316196,0.7373377,0.03550526,0.35491294,35.46627,0.0010743965,0.02085762,0.06806283,0.9002803,3
7.232032,1.268184,0.4211011,235.86676,358.88742,0.5176488,0.003048029,306.639,6.1845083,0.7354473,0.0069263154,0.33246472,6.672745,0.00048048637,0.014606365,0.062261462,0.90435123,6
1.8267485,1889.3827,360.06848,319.68222,480.78186,0.59750575,0.0060039912,469.48053,6.7665715,0.7690913,0.0048495657,0.3472388,44.147232,0.013190898,0.06826532,0.083390296,0.89415807,5
5.9555926,1.1439831,0.3469481,407.34415,582.7136,0.64359677,0.008046229,662.6697,6.636355,0.7873291,-0.020808926,0.30981365,148.99911,0.076287724,0.18282455,0.10195171,0.90274024,5
6.3358016,3.843556,0.97010386,210.76833,347.11313,0.53640735,0.0025148285,259.47867,5.2932963,0.75676644,-0.012709755,0.30753255,0,7.79877E-05,0.007549508,0.062395323,0.9118364,4
6.0042357,70.45833,14.712076,228.44394,375.49475,0.5441929,0.003101255,299.5169,5.3038545,0.75633925,-0.014244599,0.30676663,2.528331,0.0005510647,0.015183524,0.06570775,0.84930855,1
5.6958528,67.486115,13.6721,226.37076,367.10263,0.5205435,0.003091134,297.96954,5.2681537,0.7452272,-0.0020135082,0.3081136,6.4461846,0.0009158352,0.017987566,0.06604074,0.9093254,3
6.448864,1.7503034,0.46723822,216.81133,364.15488,0.5573773,0.0029094275,274.8663,4.80463,0.76361096,0.008749675,0.29341847,0,6.1392006E-05,0.006891544,0.06882179,0.81822747,6
6.687211,1.1388768,0.36740297,226.29773,368.3514,0.54052067,0.0032373962,290.48584,5.3196173,0.7579296,-0.025440147,0.31562543,7.5621805,0.0007281314,0.014765824,0.06064757,0.908276,7
4.590885,1483.2705,210.48831,333.2944,485.02563,0.56098264,0.007256559,501.79282,6.757291,0.7596802,-0.005669448,0.3283022,221.6039,0.021820122,0.08467044,0.10324616,0.8735736,5
6.0807233,21.288017,2.8554976,274.6177,400.616,0.55124825,0.0038821688,397.33606,5.725215,0.7584097,-0.000582892,0.34262314,10.759889,0.00047738905,0.016513681,0.08226509,0.83790064,4
4.5048575,135.42084,19.875004,293.3229,405.3949,0.54984224,0.003752822,434.82587,5.6626263,0.7604626,0.058735806,0.35277495,14.337406,0.00074639276,0.019142406,0.09281911,0.8838833,1
4.74898,250.90123,46.56835,379.47577,481.69138,0.58149564,0.006629125,555.3333,7.5628824,0.7432945,0.010906582,0.34036073,84.883415,0.0041429917,0.040459663,0.11236981,0.8792047,3
7.3592587,64.73508,0.45981804,341.1445,489.97632,0.5685247,0.0073381183,482.0675,8.584221,0.7252369,-0.021592163,0.35119513,98.46441,0.006082016,0.054197337,0.10919704,0.9013472,6
5.0087605,91.06433,6.8133307,313.5649,434.70078,0.58445245,0.00435215,463.93442,5.9091716,0.7687021,0.023533791,0.33163038,18.709349,0.0010735472,0.020460786,0.11256625,0.88535523,7
4.5298057,828.883,166.70209,422.2714,557.9321,0.6255574,0.0099185025,695.28687,6.6427445,0.77522343,0.006096173,0.3429977,156.0962,0.012853052,0.075578414,0.14680143,0.88682157,5
3.5643716,48.01971,9.778554,276.93262,492.97415,0.60155106,0.009294414,347.3684,5.295859,0.7711359,-0.018418176,0.32449806,8.217534,0.00036075234,0.012993743,0.1550074,0.8492028,4
4.014996,118.713806,21.59022,289.43887,496.17062,0.6039625,0.009429109,375.4386,5.1337643,0.7703422,-0.009895711,0.34260988,11.8162365,0.0007000206,0.017259171,0.16227704,0.85196126,1
4.741201,120.0394,9.37279,322.76358,412.0683,0.57564974,0.0034922806,515.7778,6.3077736,0.7635598,-0.023406342,0.33586058,18.094873,0.0012551091,0.025419403,0.07014202,0.8934454,3
3.3020718,731.9144,75.14637,479.22192,544.35614,0.64956397,0.005947705,815.8482,8.06044,0.7661716,-0.027148882,0.35957608,227.92105,0.010700205,0.07086536,0.103517726,0.8967274,6
6.6434717,1.0307193,0.3086532,250.12636,359.10553,0.5359271,0.0024537407,381.5407,5.810822,0.7503295,-0.052362766,0.34264898,0,0.0002881148,0.01343413,0.061651222,0.8565289,7
6.7444577,56.69407,0.7729116,402.13248,486.40555,0.564259,0.0060094204,601.0101,7.6984744,0.7403296,0.012622398,0.3521564,155.8442,0.00950385,0.06703729,0.08198948,0.9000707,5
5.908272,10.381471,2.344493,214.30026,359.65677,0.53650427,0.003298322,274.35425,5.559759,0.7472979,-0.005656936,0.30748084,0,0.00011913972,0.009195164,0.0820409,0.9038663,4
5.4604836,22.525585,4.4309564,236.81558,371.81235,0.53648037,0.0032706375,315.7197,7.0755234,0.73667717,-0.05869834,0.32222465,0.2832059,0.00028769692,0.013389547,0.0890104,0.80293626,1
6.367455,1.1581775,0.3527832,238.25475,365.13834,0.5351824,0.0030445415,320.65134,6.3375444,0.74288255,-0.06382531,0.3178104,52.245457,0.0003847436,0.014114054,0.083935894,0.9028538,3
5.5554504,1376.9349,211.5725,456.36456,563.1799,0.6387132,0.007762789,719.65814,7.534723,0.76656437,-0.028781377,0.32868668,248.95732,0.026593637,0.10229244,0.1103935,0.899976,6
6.169636,1.1370872,0.3712069,245.52815,386.87473,0.55026424,0.003605168,336.0825,5.8670263,0.7563651,-0.009620319,0.3240861,0.3853936,0.0002769537,0.012473298,0.101852566,0.89809126,7
6.980114,1.1725909,0.39453766,300.33832,429.7172,0.567642,0.004357566,439.7394,6.4649153,0.7500797,-0.053438127,0.3294751,49.024845,0.0022244924,0.02941769,0.10489579,0.86524135,5
